"Racism0411","@AnnerChan When they find out caribbeans/west Indians are black too imma make my grand entrance",,,,
"Racism0412","@Plagiste4you It will fail most Indians dislike the UK.",,,,
"Racism0413","I have all the right to discriminate the indians. 🤷‍♂️🤷‍♂️",,,,
"Racism0414","We are Indians, we will uphold our Indian Values, we will continue to discriminate on the basis of Caste, religion, job &amp; social status. High caste Vs Low Caste, IPS Vs PPS &amp; now rich Vs Ultra Rich. This is the reason I don't talk to Ambanis &amp; Adanis, Status matters you know 😎 https://t.co/uooxO2NLhE",,,,
"Racism0415","The italians look so dope. 😤",,,,
"Racism0416","@JAWSHCRESPO_ @KungFuVampire I think people were hating on that one viral clip. I know there are some dope Italian trap artists. I'd assume the same for some Italian drill",,,,
"Racism0417","here i am happily bopping along to italian folk music",,,,
"Racism0418","He is Italian... of course he is dope",,,,
"Racism0419","@Chirag_singhali @ak99983 @sambitswaraj Yes... You are blind hater due to your negative mindset...you are creating doubt on Indian Army, Judiciary and almost everything....you are shamelessly promoting enemy narrative due to blind hate
I see things as they are......No Love No Hate",,,,
"Racism0420","@MehrTarar @priyashmita Pakistan was a creation out of hatred. Hence it is meant to be hated. Furthermore, it has given enough reason to hate it more by instigating terrorism on India and across the world.",,,,
"Racism0421","that’s why i hate being italian at times https://t.co/rv9QPde0hK",,,,
"Racism0422","The fact the Cardi B git the whole nation to say a 1970s Italian racial slut.  AND NOBODY REALIZES IT!",,,,
"Racism0423","@snajaths @ChelseaFC Typical italian ignorant. 😂😂😂",,,,
"Racism0424","@sincesoo ikr and the way they seem to be Indians, I'm not surprised tbh, the people here are extremely ignorant, transphobic and homophobic.",,,,
"Racism0425","@JoeAgneya Indians really need to understand the difference between criticism and hatred 🤦🏻‍♀️🤦🏻‍♀️ I'm sorry for all the hate that's coming your way",,,,
"Racism0426","@ChloeAmandaB Because human worshipping and spreading hatred is being attached with Indian DNA's !
And, Dhoni fans are at the Top amongst them 😊",,,,
"Racism0427","Your hatred for India is pretty much visible from your comment.",,,,
"Racism0428","This kook looks like a  typical indian college student 😌 https://t.co/YMtgWkFeXv",,,,
"Racism0429","@alltoplay4 @mojos55 Mohandas K. Gandhi was a first-class kook, even by India's liberal standards!",,,,
"Racism0430","@iamseokjinkim Indian dramas are so predictable, we only see it for romance. Now it's boring too",,,,
"Racism0431","Yeah that indian kook deserves it",,,,
"Racism0432","@TheSaintKopite @teodranik @Mandeep_fcb Another punk ass indian meme",,,,
"Racism0433","🤣 Same to you pig italian female",,,,
"Racism0434","i saw this tiktok of white scum telling an indian girl she was pretty except she was brown and everything was  wrong with that because her skin was the colour his shit... just when i was beginning to feel a little better about myself 😁",,,,
"Racism0435","@ThisIsREngland It’s funny how these scum arseholes consider the Maoris, Indians, aboriginal Australians, black Africans, native Americans to be indigenous people but not white English people.",,,,
"Racism0436","@Cascadi11739532 @K84UnitedLeft oh yeah all those indian and chinese and indonesian child slaves are scum bourgeois",,,,
"Racism0437","What a fucking scum. I'm Indian as well if you didn't know btw. What's wrong with Chelsea fans honestly. So what if people are indian? does that make you superior? fuck off honestly. @TheGreatestKop i feel u bro. https://t.co/vZ00skOzDC",,,,
"Racism0438","Indian are the scum of hell",,,,
"Racism0439","What the fuck is wrong with Bihar and Biharis.  They are the scummiest of the North India scum.
And that’s say a lot! Looking at you - Uttar Pradesh
—-
Bihar man allows friends to gangrape wife after losing in gambling, pours acid on her
https://t.co/mgmdqDFzPW
—-",,,,
"Racism0440","That Indian guy and his weirdo intuitions.",,,,
"Racism0441","@_Weebey bruh nigga was sitting Indian style on live nigga is a true fuckin weirdo probably one of them amine niggas",,,,
"Racism0442","@Goodmoringmm @TWIT_ANTHONY @realDonaldTrump @BreitbartNews Stay in India or learn our Constitution.",,,,
"Racism0443","@fuckyanext i dont like him but you're a weirdo too... you called us indians r@p!sts and said the n word",,,,
"Racism0444","@Yuuzutsu_CN Correction: 🇨🇳 = annoying.  🇯🇵 = Dangerous.
This is ok？
 ……Hmm ... just say that all of our Korean neighbors are crazy (lie).",,,,
"Racism0445","@SunFlow1022131 And the fact that he’s not even a Korean like bruh can you change your name IT’S SO ANNOYING 💀",,,,
"Racism0446","when i’m literally asian but i have to tell everyone i’m not chinese and that japanese and chinese aren’t the same. y’all annoying asf",,,,
"Racism0447","@SamraRBLX im not Japanese or anything but its so annoying seeing people do this, people think Japan is the best place ever but it really isnt.",,,,
"Racism0448","He is so fucking freaking attractive like how can yall say he looks like that korean boy 💀💀💀💀 staph comparing duh it’s annoying 😃☝🏻 https://t.co/ezbDZkZ2pJ",,,,
"Racism0449","Revali is somehow a bigger asshole in Japanese audio LMAO",,,,
"Racism0450","@migoodridge1 @Bilansley Go to bed, you Limey bastard! 🤣🤣",,,,
"Racism0451","my mind is literally in toilet but the japanese buzzword pien is a little too close for comfort to the chinese word for asshole to me LOL",,,,
"Racism0452","You won’t catch me as a limey bastard https://t.co/fVqduIN27v",,,,
"Racism0453","@Telegraph stop bashing the Irish calling the economy a leprechaun one limey bastard that's what you are",,,,
"Racism0454","Korean asshole",,,,
"Racism0455","I'd like to see you speak fluent korean you xenophobic asshole https://t.co/xr6IjDBePT",,,,
"Racism0456","@Pmc1Bai Japanese knotweed. It's an absolute bugger tho, yes.",,,,
"Racism0457","@davemacladd Bugger there's me hoping for North Korean Styley.",,,,
"Racism0458","[bot]Don't discriminate against the Japanese",,,,
"Racism0459","Japanese suffer from Korean lies, crime and discrimination. https://t.co/EiqsLqW95q",,,,
"Racism0460","This is horrendous. And Japanese think they have no discrimination in Japan. https://t.co/gVklwGmml3",,,,
"Racism0461","korean music in general is dope as hell but some music groups are just generic as shit 😕",,,,
"Racism0462","Japanese traditional tattoo art is so fucking dope, but I’m not trynna look like an Ed Hardy shirt 🤦🏾‍♂️",,,,
"Racism0463","I really be up late watching Korean rom coms like a dweeb 😂😂😂",,,,
"Racism0464","WHAT THE FUCK DOPE JAPANESE VER HITS DIFF I8EGDHJSBAUIEJWS",,,,
"Racism0465","These Japanese are so dope !",,,,
"Racism0466","@TokahUzumaki I got 2 dope japanese caws",,,,
"Racism0467","@thatrandomgeekk This is Japanese 😂 bt Dope shope",,,,
"Racism0468","japanese art is legitt dope https://t.co/4cSOuWs1dD",,,,
"Racism0469","It’s dope that he’s wearing that Korean dudes jersey too https://t.co/aYHuqKeDSd",,,,
"Racism0470","@SakamichiU Ah me too, kinda hate when some korean thing appears too much or something",,,,
"Racism0471","@bnmhub SO MUCH ANGER. I HATE KOREAN ABNEW!!!!!!!!",,,,
"Racism0472","that's absurd like if you hate chinese people that much don't chase them, if you wanted to have korean people in your entertainment then so be it. you're using them i can't count how many chinese idols have you mistreated but when will you stop? disgustang",,,,
"Racism0473","@EOJinIndia Japanese people hate Indians. We are treated like slaves in Japan. Evil jaoanese monsters",,,,
"Racism0474","#BTSV I hate these Korean boys why do they make me hard - swine",,,,
"Racism0475","@ZackRegis @JNiqueNicole So you guys hate both japanese and white folk? Seems a little bit racist if you ask me ^o^''",,,,
"Racism0476","Yall Hate white people yet couldn't support a korean song on the charts 😳😳😳😳",,,,
"Racism0477","@Raymondbclister @AmericanPayam @realDonaldTrump How about you leave the country of you hate democracies.
Democracies are for civilized people. If you want a dictator ask Trump to buy an island with all that money and you all can move to your North Korean like new country.",,,,
"Racism0478","@xlullabitesx I hate being Japanese like a lot /hj
wow he has a Japanese name let's make him a white ass punk boy",,,,
"Racism0479","Don't think everyone hate you,
You are not ""korean baccho wale memes""",,,,
"Racism0480","i hate that all korean honorifics are gendered",,,,
"Racism0481","Being pro-white is not equivalent to being anti-poc, just as being pro-American does not imply one is anti-Canadian or anti-Japanese.
Hate for others is not what drives me to act; it’s love for my own...",,,,
"Racism0482","@seagullgguk Wtf, does he/she hate N1-k1 just because he's japanese? Tf is wrong with them 🤢",,,,
"Racism0483","Koreans are educated so that they hate the Japanese.  I think it is unavoidable that Ni-ki is discriminated against.  I'm always sad because I like Korea.",,,,
"Racism0484","ig the thing i hate the most in japanese is that u dont have capitals sO yOu Cant WRIte LiKE THiS",,,,
"Racism0485","@Ice__Luigi @Barrett2K7 @strahinjagov @GameSpot The fact that u said both Japanese and Chinese look the same is ignorant and is enough for me to assume u know nothing about both languages, so what makes u think I assumed u knew? Also, if u don't know then don't make claims that make u look dumb",,,,
"Racism0486","Naw nigga you don’t get a say because you just sounded ignorant as fuck. Not EVERYTHING is based on America. Kpop = KOREAN POP. Okay? THEIR CULTURE IS PART OF THAT MUSIC. https://t.co/vlrzu2hIw9",,,,
"Racism0487","I'm always surprised by the level of unabashed hatred Japanese netizens have for ethnic Koreans
https://t.co/KQwgXOlPyu",,,,
"Racism0488","@xlullabitesx I hate being Japanese like a lot /hj
wow he has a Japanese name let's make him a white ass punk boy",,,,
"Racism0489","Korean beauty standard is weird. Small face means compliment for them, big head for them is like a pig. Like me big face will never get compliment there lol.",,,,
